InstrumentID,InstrumentDisplayName,Exchange,Symbol,ISINCode,ISINCountryCode,
1906,Lam Research Corp,Nasdaq,LRCX,US5128071082,US,
1907,Axiall Corp,NYSE,AXLL,US05463D1000,US,
1908,Intercontinental Exchange Inc,NYSE,ICE,US45866F1049,US,
1909,Cintas Corp,Nasdaq,CTAS,US1729081059,US,
1910,Coty Inc,NYSE,COTY,US2220702037,US,
1911,Andersons Inc,Nasdaq,ANDE,US0341641035,US,
1912,Valspar Corp,NYSE,VAL,US9203551042,US,
1913,Northern Trust Corp,Nasdaq,NTRS,US6658591044,US,
1914,Intuit Corp,Nasdaq,INTU,US4612021034,US,
1915,Tutor Perini Corp,NYSE,TPC,US9011091082,US,
1916,Polaris Industries Inc,NYSE,PII,US7310681025,US,
1917,Ferrari NV,NYSE,RACE,NL0011585146,US,
1918,NVR Inc,NYSE,NVR,US62944T1051,US,
1919,Liberty Media Formula One Corp A,Nasdaq,FWONA,US5312298707,US,
1920,Energizer Holdings Inc,NYSE,ENR,US29272W1099,US,
1921,Bloomin Brands Inc,Nasdaq,BLMN,US0942351083,US,
1922,Westlake Chemical Corp,NYSE,WLK,US9604131022,US,
1923,Hyatt Hotels Corp,NYSE,H,US4485791028,US,
1924,Mead Johnson Nutrition Co,NYSE,MJN,US5828391061,US,
1925,Envision Healthcare Holdings Inc,NYSE,EVHC,US29414D1000,US,
1926,Fortune Brands Home & Security Inc,NYSE,FBHS,US34964C1062,US,
1927,RPM International Inc,NYSE,RPM,US7496851038,US,
1928,VWR Corp,Nasdaq,VWR,US91843L1035,US,
1929,LPL Financial Holdings Inc,Nasdaq,LPLA,US50212V1008,US,
1930,KeyCorp,NYSE,KEY,US4932671088,US,
1931,Knight Transportation Inc,NYSE,KNX,US4990491049,US,
1932,Allergan PLC,NYSE,AGN,IE00BY9D5467,US,
1933,Hasbro Inc,Nasdaq,HAS,US4180561072,US,
1934,Resolute Forest Products Inc,NYSE,RFP,US76117W1099,US,
1935,Tiffany & Co,NYSE,TIF,US8865471085,US,
1936,McCormick & Co Inc,NYSE,MKC,US5797802064,US,
1937,Graphic Packaging Holding Co,NYSE,GPK,US3886891015,US,
1938,Greif Inc,NYSE,GEF,US3976241071,US,
1939,Allegheny Technologies Inc,NYSE,ATI,US01741R1023,US,
1940,B/E Aerospace Inc,Nasdaq,BEAV,US0733021010,US,
1941,Molson Coors Brewing Co,NYSE,TAP,US60871R2094,US,
1943,CNO Financial Group Inc,NYSE,CNO,US12621E1038,US,
1944,Adams Resources & Energy Inc,NYSE,AE,US0063513081,US,
1945,Chipotle Mexican Grill Inc,NYSE,CMG,US1696561059,US,
1946,American Tower Corp,NYSE,AMT,US03027X1000,US,
1948,AmTrust Financial Services Inc,Nasdaq,AFSI,US0323593097,US,
1949,Brunswick Corp,NYSE,BC,US1170431092,US,
1950,Patterson Companies Inc,Nasdaq,PDCO,US7033951036,US,
1951,Southwestern Energy Co,NYSE,SWN,US8454671095,US,
1952,AMETEK Inc (New),NYSE,AME,US0311001004,US,
1953,T Rowe Price Group Inc,Nasdaq,TROW,US74144T1088,US,
1954,Globe Life Inc,NYSE,GL,US37959E1029,US,
1955,Darling Ingredients Inc,NYSE,DAR,US2372661015,US,
1956,Leggett & Platt Inc,NYSE,LEG,US5246601075,US,
1957,Watsco Inc,NYSE,WSO,US9426222009,US,
1958,Crestwood Equity Partners LP,NYSE,CEQP,US2263442087,US,
1959,Xylem Inc,NYSE,XYL,US98419M1009,US,
1960,Silgan Holdings Inc,Nasdaq,SLGN,US8270481091,US,
1961,Toll Brothers Inc,NYSE,TOL,US8894781033,US,
1962,Manitowoc Co Inc,NYSE,MTW,US5635714059,US,
1963,Argo Group,NYSE,ARGO,BMG0464B1072,US,
1964,Airgas Inc,NYSE,ARG,US0093631028,US,
1965,GNC Holdings Inc,NYSE,GNC,US36191G1076,US,
1966,Marriott International Inc,Nasdaq,MAR,US5719032022,US,
1967,Square, Inc.,NYSE,SQ,US8522341036,US
1968,Match Group, Inc,Nasdaq,MTCH,US57665R1068,US
1969,SolarEdge Technologies,Nasdaq,SEDG,US83417M1045,US,
1970,Fitbit,NYSE,FIT,US33812L1026,US,
1971,Nintendo CO Ltd,Nasdaq,NTDOY,US6544453037,US,
1972,Regeneron Pharmaceuticals,NASDAQ,REGN,US75886F1075,US,
1973,Sangamo Biosciences Inc,NASDAQ,SGMO,US8006771062,US,
1974,Intellia Therapeutics Inc,NASDAQ,NTLA,US45826J1051,US,
1975,Editas Medicine Inc,NASDAQ,EDIT,US28106W1036,US,
1976,Morgan Stanley,NYSE,MS,US6174464486,US,
1977,Cellectis SA,NASDAQ,CLLS,US15117K1034,US,
1978,Hermes International,Euronext Paris,RMS,FR0000052292,FRA,
1979,Snapchat Inc,NYSE,SNAP,US83304A1060,US,
2000,Anglo American,LSE,AAL,GB00B1XZS820,GB,
2001,Associated British Foods,LSE,ABF,GB0006731235,GB,
2002,Admiral Group,LSE,ADM,GB00B02J6398,GB,
2003,Aberdeen Asset Management,LSE,ADN,GB0000031285,GB,
2004,Aggreko,LSE,AGK,GB00BK1PTB77,GB,
2005,Ashtead Group,LSE,AHT,GB0000536739,GB,
2006,Amec Foster Wheeler Plc,LSE,AMFW,GB0000282623,GB,
2007,Antofagasta,LSE,ANTO,GB0000456144,GB,
2008,ARM Holdings,LSE,ARM,GB0000595859,GB,
2009,Aviva,LSE,AV,GB0002162385,GB,
2010,AstraZeneca,LSE,AZN,GB0009895292,GB,
2011,BAE Systems,LSE,BAl,GB0002634946,GB,
2012,Babcock International,LSE,BAB,GB0009697037,GB,
2013,Barclays,LSE,BARC,GB0031348658,GB,
2014,British American Tobacco,LSE,BATS,GB0002875804,GB,
2015,BG Group,LSE,BG,GB0008762899,GB,
2016,British Land,LSE,BLND,GB0001367019,GB,
2017,BHP Billiton,LSE,BHP,GB00BH0P3Z91,GB,
2018,Bunzl,LSE,BNZL,GB00B0744B38,GB,
2019,BP,LSE,BP,GB0007980591,GB,
2020,Burberry Group,LSE,BRBY,GB0031743007,GB,
2021,Sky PLC,LSE,SKY,GB0001411924,GB,
2022,BT Group,LSE,BT,GB0030913577,GB,
2023,Coca Cola Hellenic,LSE,CCH,CH0198251305,GB,
2024,Carnival,LSE,CCL,GB0031215220,GB,
2025,Centrica,LSE,CNA,GB00B033F229,GB,
2026,Compass Group,LSE,CPG,GB00BD6K4575,GB,
2027,Capita,LSE,CPI,GB00B23K0M20,GB,
2028,CRH,LSE,CRH,IE0001827041,GB,
2029,Diageo,LSE,DGE,GB0002374006,GB,
2030,Experian,LSE,EXPN,GB00B19NLV48,GB,
2031,easyJet,LSE,EZJ,GB00B7KR2P84,GB,
2032,Fresnillo,LSE,FRES,GB00B2QPKJ12,GB,
2033,G4S,LSE,GFS,GB00B01FLG62,GB,
2034,GKN,LSE,GKN,GB0030646508,GB,
2035,Glencore Plc,LSE,GLEN,JE00B4T3BW64,GB,
2036,GlaxoSmithKline,LSE,GSK,GB0009252882,GB,
2037,Hargreaves Lansdown,LSE,HL,GB00B1VZ0M25,GB,
2038,Hammerson,LSE,HMSO,GB0004065016,GB,
2039,HSBC Holdings,LSE,HSBA,GB0005405286,GB,
2040,International Consolidated Airlines,LSE,IAG,ES0177542018,GB,
2041,InterContinental Hotels Group,LSE,IHG,GB00BN33FD40,GB,
2042,IMI,LSE,IMI,GB00BGLP8L22,GB,
2043,Imperial Brands PLC,LSE,IMB,GB0004544929,GB,
2044,Intertek Group,LSE,ITRK,GB0031638363,GB,
2045,ITV,LSE,ITV,GB0033986497,GB,
2046,Johnson Matthey,LSE,JMAT,GB00BZ4BQC70,GB,
2047,Kingfisher,LSE,KGF,GB0033195214,GB,
2048,Land Securities,LSE,LAND,GB00BYW0PQ60,GB,
2049,Legal & General,LSE,LGEN,GB0005603997,GB,
2050,Lloyd's,LSE,LLOY,GB0008706128,GB,
2051,London Stock Exchange,LSE,LSE,GB00B0SWJX34,GB,
2052,Meggitt,LSE,MGGT,GB0005758098,GB,
2053,Marks & Spencer,LSE,MKS,GB0031274896,GB,
2054,Mondi,LSE,MNDI,GB00B1CRLC47,GB,
2055,Melrose Industries,LSE,MRO,GB00BZ1G4322,GB,
2056,Morrisons,LSE,MRW,GB0006043169,GB,
2057,National Grid,LSE,NG,GB00BDR05C01,GB,
2058,Next,LSE,NXT,GB0032089863,GB,
2059,Old Mutual,LSE,OML,GB00B77J0862,GB,
2060,Petrofac,LSE,PFC,GB00B0H2K534,GB,
2061,Prudential,LSE,PRU,GB0007099541,GB,
2062,Persimmon,LSE,PSN,GB0006825383,GB,
2063,Pearson,LSE,PSON,GB0006776081,GB,
2064,Reckitt Benckiser,LSE,RB,GB00B24CGK77,GB,
2065,Royal Bank of Scotland,LSE,RBS,GB00B7T77214,GB,
2066,Royal Dutch Shell,LSE,RDSA,GB00B03MLX29,GB,
2068,RELX PLC,LSE,REL,GB00B2B0DG97,GB,
2069,REXAM,LSE,REX,GB00BMHTPY25,GB,
2070,Rio Tinto,LSE,RIO,GB0007188757,GB,
2071,Royal Mail,LSE,RMG,GB00BDVZYZ77,GB,
2072,Rolls-Royce,LSE,RR,GB00B63H8491,GB,
2073,Randgold Resources,LSE,RRS,GB00B01C3S32,GB,
2074,RSA Insurance,LSE,RSA,GB00BKKMKR23,GB,
2075,Resolution,LSE,RSL,GG00B62W2327,GB,
2076,SABMiller,LSE,SAB,GB0004835483,GB,
2077,Sainsbury (J),LSE,SBRY,GB00B019KW72,GB,
2078,Schroders,LSE,SDR,GB0002405495,GB,
2079,Sage Group,LSE,SGE,GB00B8C3BL03,GB,
2080,Shire,LSE,SHP,JE00B2QKY057,GB,
2081,Standard Life Aberdeen PLC,LSE,SLA,GB00BF8Q6K64,GB,
2082,Smiths Group,LSE,SMIN,GB00B1WY2338,GB,
2083,Smith & Nephew,LSE,SN,GB0009223206,GB,
2084,Frasers Group,LSE, FRAS,GB00B1QH8P22,GB,
2085,SSE,LSE,SSE,GB0007908733,GB,
2086,Standard Chartered,LSE,STAN,GB0004082847,GB,
2087,Severn Trent,LSE,SVT,GB00B1FH8J72,GB,
2088,Tate & Lyle,LSE,TATE,GB0008754136,GB,
2089,Tullow Oil,LSE,TLW,GB0001500809,GB,
2090,Travis Perkins,LSE,TPK,GB0007739609,GB,
2091,Tesco,LSE,TSCO,GB0008847096,GB,
2092,TUI Travel,LSE,TT,GB00B1Z7RQ77,GB,
2093,Unilever,LSE,ULVR,GB00B10RZP78,GB,
2094,United Utilities,LSE,UU,GB00B39J2M42,GB,
2095,Vodafone Group,LSE,VOD,GB00BH4HKS39,GB,
2096,Weir Group,LSE,WEIR,GB0009465807,GB,
2097,William Hill,LSE,WMH,GB0031698896,GB,
2098,Ferguson PLC,LSE,FERG,JE00BJVNSS43,GB,
2099,WPP,LSE,WPP,JE00B8KF9B49,GB,
2100,Whitbread,LSE,WTB,GB00B1KJJ408,GB,
2101,Daily Mail plc,LSE,DMGT,GB00BJQZC279,GB,
2102,3i Group PLC,LSE,III,GB00B1YW4409,GB,
2103,B.P. Marsh and Partners PLC,LSE,BPM,GB00B0XLRJ79,GB,
2150,Horizon Discovery Group PLC,LSE,HZD,GB00BK8FL363,GB,
2151,Barratt Developments,LSE,BDEV.L,GB0000811801,GB,
2152,Croda International,LSE,CRDA.L,GB00BJFFLV09,GB,
2153,DCC PLC,LSE,DCC.L,IE0002424939,IE,
2154,Direct Line Group,LSE,DLG.L,GB00BY9D0Y18,GB,
2155,Informa,LSE,INF.L,GB00BMJ6DW54,GB,
2156,Micro Focus International PLC,LSE,MCRO.L,GB00BJ1F4N75,GB,
2157,Paddy Power Betfair,LSE,FLTR,IE00BWT6H894,IE,
2158,Rentokil Initial PLC,LSE,RTO.L,GB00B082RF11,GB,
2159,Segro,LSE,SGRO.L,GB00B5ZN1N88,GB,
2160,Smurfit Kappa Group,LSE,SKG.L,IE00B1RR8406,IE,
2161,Scottish Mortgage Investment Trust,LSE,SMT.L,GB00BLDYK618,GB,
2163,TUI AG,LSE,TUI.L,DE000TUAG000,DE,
2164,Taylor Wimpey,LSE,TW.L,GB0008782301,GB,
2165,Quilter PLC,LSE,QLT.L,GB00BDCXV269,GB,
2166,Mediclinic International PLC,LSE,MDC.L,GB00B8HX8Z88,GB,
2167,Aston Martin Lagonda Global Holdings PLC,LSE,AML.L,GB00BFXZC448,GB,
2168,Fevertree Drinks PLC,LSE,FEVR.L,GB00BRJ9BJ26,GB,
2169,ASOS PLC,LSE,ASC.L,GB0030927254,GB,
2171,Royal Dutch Shell B,LSE,RDSB.L,GB00B03MM408,GB,
2172,Ryanair Holdings PLC,LSE,RYA.L.OLD,IE00BYTBXV33,IE,
2173,Avast PLC,LSE,AVST.L,GB00BDD85M81,GB,
2174,Vivo Energy PLC,LSE,VVO.L,GB00BDGT2M75,GB,
2175,Samsung Electronics Co Ltd,LSE,SMSN.L,US7960508882,US,
2176,Trainline PLC,LSE,TRN,GB00BKDTK925,GB,
2210,Akastor,OSE,AKA,NO0010215684,,
2211,Aker Solutions,OSE,AKSO,NO0010716582,,
2212,BW LPG,OSE,BWLPG,BMG173841013,,
2213,DNB,OSE,DNB,NO0010031479,,
2214,DNO International,OSE,DNO,NO0003921009,,
2215,Fred. Olsen Energy,OSE,FOE,NO0003089005,,
2216,Gjensidige Forsikring,OSE,GJF,NO0010582521,,
2217,Golden Ocean Group,OSE,GOGL,BMG396372051,,
2218,Mowi ASA,OSE, MOWI,NO0003054108,,
2219,Norsk Hydro,OSE,NHY,NO0005052605,,
2220,Norwegian Air Shuttle,OSE,NAS,NO0010196140,,
2221,Otello Corporation ASA,OSE,OTELLO,NO0010040611,,
2222,Orkla,OSE,ORK,NO0003733800,,
2223,Petroleum Geo-Services,OSE,PGS,NO0010199151,,
2224,Prosafe,OSE,PRS,CY0100470919,,
2226,Storebrand,OSE,STB,NO0003053605,,
2227,Subsea 7,OSE,SUBC,LU0075646355,,
2228,Telenor,OSE,TEL,NO0010063308,,
2229,TGS-NOPEC,OSE,TGS,NO0003078800,,
2230,Yara International,OSE,YAR,NO0010208051,,
2231,Ericsson, Telefonab. L M ser. A,STO,ERIC-A,SE0000108649,
2232,Telia Company AB,STO,TELIA,SE0000667925,,
2233,Nordea Bank AB,STO,NDA_SE,FI4000297767,,
2234,Volvo AB ser. A,STO,VOLV-A,SE0000115420,,
2235,Skandinaviska Enskilda Banken ser. A,STO,SEB-A,SE0000148884,,
2236,Sandvik AB,STO,SAND,SE0000667891,,
2237,Hennes & Mauritz AB, H & M ser. B,STO,HM-B,SE0000106270,
2239,Svenska Handelsbanken ser. A,STO,SHB-A,SE0007100599,,
2240,SKF, AB ser. A,STO,SKF-A,SE0000108201,
2241,Swedbank AB ser A,STO,SWED-A,SE0000242455,,
2242,ASSA ABLOY AB ser. B,STO,ASSA-B,SE0007100581,,
2243,Atlas Copco AB ser. A,STO,ATCO-A,SE0011166610,,
2244,Boliden AB,STO,BOL,SE0012455673,,
2245,Svenska Cellulosa AB SCA ser. B,STO,SCA-B,SE0000112724,,
2246,Alfa Laval AB,STO,ALFA,SE0000695876,,
2247,Electrolux, AB ser. B,STO,ELUX-B,SE0000103814,
2248,Securitas AB ser. B,STO,SECU-B,SE0000163594,,
2249,Skanska AB ser. B,STO,SKA-B,SE0000113250,,
2250,Investor AB ser. A,STO,INVE-A,SE0000107401,,
2251,Lundin Petroleum AB,STO,LUPE,SE0000825820,,
2252,Trelleborg AB ser. B,STO,TREL-B,SE0000114837,,
2253,Swedish Match AB,STO,SWMA,SE0000310336,,
2254,Hexagon AB ser. B,STO,HEXA-B,SE0000103699,,
2255,Kinnevik AB ser. A,STO,KINV-A,SE0008373906,,
2256,ICA Gruppen AB,STO,ICA,SE0000652216,,
2257,Industriv?rden, AB ser. A,STO,INDU-A,SE0000190126,
2258,Lundbergf÷retagen AB, L E ser. B,STO,LUND-B,SE0000108847,
2260,Novo Nordisk B A/S,CSE,NOVO-B,DK0060534915,,
2261,Danske Bank A/S,CSE,DANSKE,DK0010274414,,
2262,Orsted A/S,CSE,ORSTED,DK0060094928,,
2263,Vestas Wind Systems A/S,CSE,VWS,DK0010268606,,
2264,Novozymes B A/S,CSE,NZYM-B,DK0060336014,,
2265,Pandora A/S,CSE,PNDORA,DK0060252690,,
2266,Tryg A/S,CSE,TRYG,DK0060636678,,
2267,DSV A/S,CSE,DSV,DK0060079531,,
2268, Demant A/S,CSE,DEMANT,DK0060738599,,
2269,ISS A/S,CSE,ISS,DK0060542181,,
2270,H. Lundbeck A/S,CSE,LUN,DK0010287234,,
2271,Genmab A/S,CSE,GMAB,DK0010272202,,
2272,Coloplast B A/S,CSE,COLO-B,DK0060448595,,
2273,Carlsberg B A/S,CSE,CARL-B,DK0010181759,,
2274,Chr. Hansen Holding A/S,CSE,CHR,DK0060227585,,
2275,?ssur hf,CSE,OSSR,IS0000000040,,
2277,Nordea Bank AB ,HEL,NDA1V,FI0009902530,,
2278,SSAB AB ser. A,HEL,SSABAH,SE0000171100,,
2279,Stora Enso Oyj A,HEL,STEAV,FI0009005961,,
2280,Fortum Oyj,HEL,FORTUM,FI0009007132,,
2281,UPM-Kymmene Oyj,HEL,UPM,FI0009005987,,
2282,Neste Oyj,HEL,NESTE,FI0009013296,,
2283,KONE Oyj,HEL,KNEBV,FI0009013403,,
2284,Sampo Oyj A,HEL,SAMPO,FI0009003305,,
2285,Elisa Oyj,HEL,ELISA,FI0009007884,,
2286,Nokian Renkaat Oyj,HEL,TYRES,FI0009005318,,
2287,W?rtsil? Oyj Abp,HEL,WRT1V,FI0009003727,,
2288,Orion Oyj A,HEL,ORNAV,FI0009014369,,
2300,China Construction Bank,Hong Kong Exchanges,0939.HK,CNE1000002H1,CN,
2301,Bank of China,Hong Kong Exchanges,3988.HK,CNE1000001Z5,CN,
2302,Industrial And Commercial Bank of China,Hong Kong Exchanges,1398.HK,CNE1000003G1,CN,
2303,Agricultural Bank of China,Hong Kong Exchanges,1288.HK,CNE100000Q43,CN,
2304,Sinopec,Hong Kong Exchanges,0386.HK,CNE1000002Q2,CN,
2305,Cnooc,Hong Kong Exchanges,0883.HK,HK0883013259,HK,
2306,Country Garden,Hong Kong Exchanges,2007.HK,KYG245241032,KY,
2307,China Citic Bank,Hong Kong Exchanges,0998.HK,CNE1000001Q4,CN,
2308,Minsheng Bank,Hong Kong Exchanges,1988.HK,CNE100000HF9,CN,
2309,Peoples Insurance Company (Group) of China,Hong Kong Exchanges,1339.HK,CNE100001MK7,CN,
2310,China National Building Material,Hong Kong Exchanges,3323.HK,CNE1000002N9,CN,
2311,China Cinda Asset Management Co Ltd,Hong Kong Exchanges,1359.HK,CNE100001QS1,CN,
2312,Lenovo Group,Hong Kong Exchanges,0992.HK,HK0992009065,HK,
2313,China Shenhua,Hong Kong Exchanges,1088.HK,CNE1000002R0,CN,
2314,Yanzhou Coal,Hong Kong Exchanges,1171.HK,CNE1000004Q8,CN,
2315,China Communications Construction,Hong Kong Exchanges,1800.HK,CNE1000002F5,CN,
2316,Ping An Insurance,Hong Kong Exchanges,2318.HK,CNE1000003X6,CN,
2317,GCL-Poly Energy,Hong Kong Exchanges,3800.HK,KYG3774X1088,KY,
2318,Huaneng Power International Inc (HK),Hong Kong Exchanges,0902.HK,CNE1000006Z4,CN,
2319,Picc Property And Casualty,Hong Kong Exchanges,2328.HK,CNE100000593,CN,
2320,China Unicom HK,Hong Kong Exchanges,0762.HK,HK0000049939,HK,
2321,China Telecom,Hong Kong Exchanges,0728.HK,CNE1000002V2,CN,
2322,CGN Power Co Ltd,Hong Kong Exchanges,1816.HK,CNE100001T80,CN,
2323,Zijin Mining,Hong Kong Exchanges,2899.HK,CNE100000502,CN,
2324,China Life Insurance (HK),Hong Kong Exchanges,2628.HK,CNE1000002L3,CN,
2325,China Coal Energy,Hong Kong Exchanges,1898.HK,CNE100000528,CN,
2326,Li & Fung Ltd,Hong Kong Exchanges,0494.HK,BMG5485F1692,BM,
2327,Bank of Communications,Hong Kong Exchanges,3328.HK,CNE100000205,CN,
2328,Air China,Hong Kong Exchanges,0753.HK,CNE1000001S0,CN,
2329,Xinyi Solar Holdings Ltd,Hong Kong Exchanges,0968.HK,KYG9829N1025,KY,
2330,China Overseas Land & Investment,Hong Kong Exchanges,0688.HK,HK0688002218,HK,
2331,Great Wall Motor,Hong Kong Exchanges,2333.HK,CNE100000338,CN,
2332,China Oilfield,Hong Kong Exchanges,2883.HK,CNE1000002P4,CN,
2333,China Longyuan,Hong Kong Exchanges,0916.HK,CNE100000HD4,CN,
2334,AIA Group Ltd,Hong Kong Exchanges,1299.HK,HK0000069689,HK,
2335,China Railway Group,Hong Kong Exchanges,0390.HK,CNE1000007Z2,CN,
2336,Weichai Power,Hong Kong Exchanges,2338.HK,CNE1000004L9,CN,
2337,China Pacific Insurance,Hong Kong Exchanges,2601.HK,CNE1000009Q7,CN,
2338,China Merchants Bank,Hong Kong Exchanges,3968.HK,CNE1000002M1,CN,
2339,Tencent,Hong Kong Exchanges,0700.HK,KYG875721634,KY,
2340,Guangzhou Automobile,Hong Kong Exchanges,2238.HK,CNE100000Q35,CN,
2341,China SCE Property Holdings Ltd,Hong Kong Exchanges,1966.HK,KYG211901064,KY,
2342,China Mobile,Hong Kong Exchanges,0941.HK,HK0941009539,HK,
2343,Dongfeng Motor Group,Hong Kong Exchanges,0489.HK,CNE100000312,CN,
2344,CITIC Securities Co Ltd,Hong Kong Exchanges,6030.HK,CNE1000016V2,CN,
2345,Yuzhou Properties Co Ltd,Hong Kong Exchanges,1628.HK,KYG9884T1013,KY,
2346,Anhui Conch,Hong Kong Exchanges,0914.HK,CNE1000001W2,CN,
2347,Fosun International,Hong Kong Exchanges,0656.HK,HK0656038673,HK,
2348,Metallurgical Corporation of China,Hong Kong Exchanges,1618.HK,CNE100000FF3,CN,
2349,China Resources Land,Hong Kong Exchanges,1109.HK,KYG2108Y1052,KY,
2350,China Railway Construction,Hong Kong Exchanges,1186.HK,CNE100000981,CN,
2351,CK Hutchison Holdings Ltd,Hong Kong Exchanges,00001.HK,KYG217651051,KY,
2352,CLP Holdings Ltd,Hong Kong Exchanges,00002.HK,HK0002007356,HK,
2353,Power Assets Holdings Ltd,Hong Kong Exchanges,00006.HK,HK0006000050,HK,
2354,Hang Seng Bank Ltd,Hong Kong Exchanges,00011.HK,HK0011000095,HK,
2355,Sun Hung Kai Properties Ltd,Hong Kong Exchanges,00016.HK,HK0016000132,HK,
2356,New World Development Co Ltd,Hong Kong Exchanges,00017.HK,HK0017000149,HK,
2357,Swire Pacific Ltd,Hong Kong Exchanges,00019.HK,HK0019000162,HK,
2358,Galaxy Entertainment Group Ltd,Hong Kong Exchanges,00027.HK,HK0027032686,HK,
2359,Kunlun Energy Co Ltd,Hong Kong Exchanges,00135.HK,BMG5320C1082,BM,
2360,Geely Automobile Holdings Ltd,Hong Kong Exchanges,00175.HK,KYG3777B1032,KY,
2361,Alibaba Health Information Tec,Hong Kong Exchanges,00241.HK,BMG0171K1018,BM,
2362,China Everbright International,Hong Kong Exchanges,00257.HK,HK0257001336,HK,
2363,Kingdee International Software,Hong Kong Exchanges,00268.HK,KYG525681477,KY,
2364,BYD Electronic International,Hong Kong Exchanges,00285.HK,HK0285041858,HK,
2365,Tingyi Cayman Islands Holding,Hong Kong Exchanges,00322.HK,KYG8878S1030,KY,
2366,China Gas Holdings Ltd,Hong Kong Exchanges,00384.HK,BMG2109G1033,BM,
2367,Hong Kong Exchanges & Clearing,Hong Kong Exchanges,00388.HK,HK0388045442,HK,
2368,ZTE Corp,Hong Kong Exchanges,00763.HK,CNE1000004Y2,CN,
2369,China Tower Corp Ltd,Hong Kong Exchanges,00788.HK,CNE100003688,CN,
2370,PetroChina Co Ltd,Hong Kong Exchanges,00857.HK,CNE1000003W8,CN,
2371,SJM Holdings Ltd,Hong Kong Exchanges,00880.HK,HK0880043028,HK,
2372,China Taiping Insurance Holdin,Hong Kong Exchanges,00966.HK,HK0000055878,HK,
2373,Semiconductor Manufacturing,Hong Kong Exchanges,00981.HK,KYG8020E1199,KY,
2374,China Southern Airlines Co Ltd,Hong Kong Exchanges,01055.HK,CNE1000002T6,CN,
2375,CSPC Pharmaceutical Group Ltd,Hong Kong Exchanges,01093.HK,HK1093012172,HK,
2376,CK Asset Holdings Ltd,Hong Kong Exchanges,01113.HK,KYG2177B1014,KY,
2377,Brilliance China Automotive,Hong Kong Exchanges,01114.HK,BMG1368B1028,BM,
2378,Wynn Macau Ltd,Hong Kong Exchanges,01128.HK,KYG981491007,KY,
2379,Sino Biopharmaceutical Ltd,Hong Kong Exchanges,01177.HK,KYG8167W1380,KY,
2380,BYD Co Ltd,Hong Kong Exchanges,01211.HK,CNE100000296,CN,
2381,New China Life Insurance Co Ltd,Hong Kong Exchanges,01336.HK,CNE100001922,CN,
2382,Sands China Ltd,Hong Kong Exchanges,01928.HK,KYG7800X1079,KY,
2383,AAC Technologies Holdings Inc,Hong Kong Exchanges,02018.HK,KYG2953R1149,KY,
2384,ANTA Sports Products Ltd,Hong Kong Exchanges,02020.HK,KYG040111059,KY,
2385,Shanghai Fosun Pharmaceutical,Hong Kong Exchanges,02196.HK,CNE100001M79,CN,
2386,Wuxi Biologics Cayman Inc,Hong Kong Exchanges,02269.HK,KYG970081090,KY,
2387,Shenzhou International Group,Hong Kong Exchanges,02313.HK,KYG8087W1015,KY,
2388,China Mengniu Dairy Co Ltd,Hong Kong Exchanges,02319.HK,KYG210961051,KY,
2389,Sunny Optical Technology Group,Hong Kong Exchanges,02382.HK,KYG8586D1097,KY,
2390,Sinopec Engineering Group Co,Hong Kong Exchanges,02386.HK,CNE100001NV2,CN,
2391,BOC Hong Kong Holdings Ltd,Hong Kong Exchanges,02388.HK,HK2388011192,HK,
2392,ENN Energy Holdings Ltd,Hong Kong Exchanges,02688.HK,KYG3066L1014,KY,
2393,China Evergrande Group,Hong Kong Exchanges,03333.HK,KYG2119W1069,KY,
2394,Meituan Dianping,Hong Kong Exchanges,03690.HK,KYG596691041,KY,
2395,China International Capital Co,Hong Kong Exchanges,03908.HK,CNE100002359,CN,
2396,China Molybdenum Co Ltd,Hong Kong Exchanges,03993.HK,CNE100000114,CN,
2397,ZhongAn Online P&C Insurance,Hong Kong Exchanges,06060.HK,CNE100002QY7,CN,
2398,Haitong Securities Co Ltd,Hong Kong Exchanges,06837.HK,CNE1000019K9,CN,
2399,Haidilao International Holding,Hong Kong Exchanges,06862.HK,KYG4290A1013,KY,
2400,China Galaxy Securities Co Ltd,Hong Kong Exchanges,06881.HK,CNE100001NT6,CN,
2401,Huatai Securities Co Ltd,Hong Kong Exchanges,06886.HK,CNE100001YQ9,CN,
2402,Alibaba Group Holding Ltd (Hong Kong),Hong Kong Exchanges,9988.HK,KYG017191142,KY,
2500,Heidelberger Druckmaschinen AG,FRA,HDD,DE0007314007,DE,
2501,AIXTRON,FRA,AIXA,DE000A0WMPJ6,DE,
2502,Telefonica Deutschland Holding AG,FRA,O2D,DE000A1J5RX9,DE,
2503,Ceconomy St,FRA,CEC,DE0007257503,DE,
2504,EVOTEC,FRA,EVT,DE0005664809,DE,
2505,KION GROUP,FRA,KGX,DE000KGX8881,DE,
2506,Schaeffler,FRA,SHA,DE000SHA0159,DE,
2508,Uniper,FRA,UN01,DE000UNSE018,DE,
2509,Nordex,FRA,NDX1,DE000A0D6554,DE,
2510,SGL Carbon,FRA,SGL,DE0007235301,DE,
2511,Evonik,FRA,EVK,DE000EVNK013,DE,
2512,Deutsche Wohnen,FRA,DWNI,DE000A0HN5C6,DE,
2513,LANXESS,FRA,LXS,DE0005470405,DE,
2514,QIAGEN,FRA,QGEN,NL0012169213,DE,
2515,Dialog Semiconductor,FRA,DLG,GB0059822006,DE,
